"age","workclass","education_num","marital_status","occupation","race","sex","hour_per_week","income"
39,"Government",10,"Single","OfficeLabour","White","Female",44,"<=50K"
52,"Private",9,"Divorced","Service","White","Male",38,"<=50K"
57,"SelfEmployed",13,"Married","ManualLabour","White","Male",50,">50K"
58,"Government",9,"Divorced","OfficeLabour","White","Female",40,"<=50K"
27,"Government",10,"Single","Professional","White","Male",16,"<=50K"
41,"Private",10,"Divorced","ManualLabour","White","Male",40,"<=50K"
18,"Private",7,"Single","Professional","White","Female",16,"<=50K"
58,"Private",9,"Widowed","ManualLabour","White","Male",52,">50K"
50,"Private",3,"Divorced","Service","White","Male",37,"<=50K"
31,"Private",10,"Single","OfficeLabour","White","Male",40,"<=50K"
32,"Private",6,"Divorced","ManualLabour","White","Male",40,"<=50K"
37,"SelfEmployed",10,"Married","ManualLabour","White","Male",45,"<=50K"
26,"SelfEmployed",13,"Married","OfficeLabour","White","Male",20,"<=50K"
33,"Government",11,"Married","Service","White","Male",50,"<=50K"
35,"Government",9,"Single","Service","Black","Female",40,"<=50K"
44,"Private",13,"Single","Professional","White","Female",45,"<=50K"
26,"Private",13,"Single","ManualLabour","White","Male",40,"<=50K"
48,"Government",9,"Divorced","OfficeLabour","White","Male",40,"<=50K"
40,"Private",13,"Single","Service","White","Male",40,"<=50K"
62,"Private",6,"Married","Sales","White","Male",35,"<=50K"
37,"Private",15,"Married","Sales","White","Male",45,">50K"
18,"Private",7,"Single","Sales","White","Male",18,"<=50K"
48,"Private",9,"Divorced","ManualLabour","Other","Female",38,"<=50K"
45,"Private",14,"Married","Professional","White","Male",50,"<=50K"
35,"Private",10,"Married","Sales","White","Male",45,"<=50K"
35,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
34,"SelfEmployed",9,"Married","Professional","White","Male",51,"<=50K"
29,"Private",9,"Married","Service","White","Female",40,"<=50K"
19,"Private",10,"Single","Sales","White","Male",30,"<=50K"
53,"Government",10,"Married","Service","White","Male",60,"<=50K"
49,"Private",10,"Divorced","Service","White","Male",40,"<=50K"
71,"Private",9,"Widowed","Sales","White","Female",16,"<=50K"
38,"Private",4,"Married","ManualLabour","White","Male",36,"<=50K"
39,"Government",14,"Married","OfficeLabour","White","Male",45,"<=50K"
23,"Private",13,"Single","OfficeLabour","White","Female",40,"<=50K"
29,"SelfEmployed",13,"Married","Sales","White","Male",50,">50K"
52,"Private",3,"Divorced","ManualLabour","White","Male",40,"<=50K"
41,"Private",10,"Married","OfficeLabour","White","Female",40,">50K"
20,"Private",10,"Single","Service","White","Male",35,"<=50K"
30,"Private",10,"Married","Service","White","Male",45,"<=50K"
56,"Private",6,"Divorced","OfficeLabour","Black","Female",36,"<=50K"
26,"Private",9,"Divorced","Sales","White","Female",40,"<=50K"
36,"Government",9,"Divorced","OfficeLabour","White","Female",40,"<=50K"
26,"Government",13,"Single","Professional","Black","Female",42,"<=50K"
58,"Private",12,"Married","ManualLabour","Black","Male",40,">50K"
24,"Private",13,"Single","OfficeLabour","White","Male",40,"<=50K"
41,"Private",10,"Divorced","Sales","Asian-Pac-Islander","Female",32,"<=50K"
27,"Private",10,"Single","Sales","White","Male",35,"<=50K"
28,"Government",10,"Separated","OfficeLabour","White","Male",40,"<=50K"
57,"SelfEmployed",9,"Married","OfficeLabour","White","Male",40,"<=50K"
21,"Government",10,"Single","Professional","White","Female",20,"<=50K"
50,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
27,"Private",9,"Married","ManualLabour","Black","Male",40,"<=50K"
58,"Private",13,"Single","Professional","White","Female",60,"<=50K"
27,"SelfEmployed",13,"Married","OfficeLabour","White","Male",50,"<=50K"
36,"Private",9,"Separated","Sales","Black","Female",17,"<=50K"
68,"Government",13,"Married","OfficeLabour","White","Male",40,">50K"
33,"SelfEmployed",9,"Widowed","Sales","White","Female",40,"<=50K"
19,"Private",10,"Single","Service","White","Female",18,"<=50K"
26,"Private",9,"Separated","OfficeLabour","Black","Female",40,"<=50K"
37,"Private",9,"Single","ManualLabour","Black","Female",30,"<=50K"
53,"Private",9,"Married","ManualLabour","White","Male",45,"<=50K"
32,"Private",10,"Single","Service","Black","Male",38,"<=50K"
18,"Private",7,"Single","OfficeLabour","White","Female",25,"<=50K"
53,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
40,"SelfEmployed",13,"Married","Professional","White","Male",40,"<=50K"
50,"Private",10,"Divorced","Professional","White","Female",40,"<=50K"
43,"Private",13,"Married","Professional","White","Female",50,">50K"
60,"Private",13,"Married","Sales","White","Male",46,">50K"
28,"SelfEmployed",9,"Married","Sales","White","Female",40,"<=50K"
34,"Private",9,"Divorced","Sales","White","Male",45,"<=50K"
37,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
25,"Private",9,"Married","Service","White","Male",40,"<=50K"
46,"Private",14,"Married","OfficeLabour","White","Male",65,">50K"
21,"Private",7,"Married","ManualLabour","White","Male",40,"<=50K"
26,"Private",13,"Single","Professional","White","Female",45,"<=50K"
47,"Private",9,"Single","OfficeLabour","White","Female",40,"<=50K"
18,"Private",8,"Single","ManualLabour","White","Male",20,"<=50K"
22,"Private",13,"Single","Sales","White","Female",16,"<=50K"
36,"Private",10,"Divorced","ManualLabour","White","Female",30,"<=50K"
59,"SelfEmployed",9,"Married","ManualLabour","White","Male",48,"<=50K"
33,"Private",9,"Married","Service","White","Female",38,"<=50K"
33,"Private",6,"Divorced","ManualLabour","White","Male",35,"<=50K"
53,"SelfEmployed",13,"Married","OfficeLabour","Asian-Pac-Islander","Female",50,"<=50K"
44,"Government",10,"Married","OfficeLabour","White","Male",40,"<=50K"
55,"Private",9,"Married","OfficeLabour","White","Male",50,"<=50K"
56,"Private",9,"Married","ManualLabour","White","Male",50,"<=50K"
54,"SelfEmployed",10,"Divorced","Sales","White","Female",35,"<=50K"
51,"Private",9,"Divorced","Professional","White","Male",40,"<=50K"
31,"Private",10,"Single","OfficeLabour","White","Female",38,"<=50K"
43,"Private",14,"Married","OfficeLabour","White","Male",50,">50K"
44,"Private",9,"Divorced","Service","White","Female",40,"<=50K"
22,"Private",10,"Single","OfficeLabour","White","Male",50,"<=50K"
43,"Government",9,"Married","Service","Amer-Indian-Eskimo","Male",40,"<=50K"
26,"Government",12,"Single","OfficeLabour","Black","Female",40,"<=50K"
30,"Private",13,"Single","Sales","White","Male",18,"<=50K"
30,"Private",5,"Married","ManualLabour","White","Male",40,"<=50K"
46,"Private",9,"Single","Service","White","Male",15,"<=50K"
27,"Private",13,"Married","Sales","White","Male",50,"<=50K"
26,"Private",9,"Married","ManualLabour","White","Male",50,"<=50K"
36,"Private",13,"Single","OfficeLabour","White","Male",40,">50K"
25,"SelfEmployed",9,"Separated","ManualLabour","White","Male",35,"<=50K"
30,"Government",15,"Single","Professional","Black","Female",40,"<=50K"
46,"Government",9,"Married","Service","Black","Male",40,">50K"
47,"Private",10,"Married","OfficeLabour","Black","Female",48,">50K"
66,"SelfEmployed",13,"Married","Sales","White","Male",26,">50K"
43,"Private",6,"Married","ManualLabour","White","Male",40,"<=50K"
36,"Government",13,"Married","OfficeLabour","White","Male",55,">50K"
44,"Government",10,"Widowed","OfficeLabour","White","Female",15,"<=50K"
42,"Private",16,"Married","Professional","White","Male",50,"<=50K"
39,"Private",13,"Married","ManualLabour","White","Male",45,">50K"
36,"Private",12,"Married","OfficeLabour","White","Male",50,">50K"
60,"SelfEmployed",13,"Married","OfficeLabour","White","Male",45,">50K"
37,"Private",10,"Married","ManualLabour","White","Male",50,">50K"
26,"Private",13,"Single","ManualLabour","White","Male",20,"<=50K"
24,"Private",13,"Single","OfficeLabour","White","Female",30,"<=50K"
45,"Government",14,"Divorced","Professional","White","Female",35,"<=50K"
54,"Private",10,"Married","OfficeLabour","White","Male",48,">50K"
22,"Private",10,"Single","Sales","White","Female",30,"<=50K"
63,"Government",14,"Married","Professional","White","Male",48,"<=50K"
22,"Private",9,"Married","ManualLabour","White","Male",43,"<=50K"
27,"Private",10,"Single","Service","White","Male",25,"<=50K"
33,"Private",5,"Married","ManualLabour","White","Male",33,"<=50K"
64,"Private",13,"Widowed","Professional","White","Female",30,"<=50K"
50,"Private",12,"Married","OfficeLabour","White","Male",50,">50K"
44,"SelfEmployed",11,"Widowed","Professional","White","Female",40,"<=50K"
31,"Private",9,"Married","ManualLabour","White","Male",50,"<=50K"
44,"Private",9,"Divorced","OfficeLabour","Asian-Pac-Islander","Female",40,"<=50K"
53,"SelfEmployed",6,"Married","ManualLabour","White","Male",35,"<=50K"
33,"Government",9,"Widowed","Service","White","Female",40,"<=50K"
34,"Government",8,"Married","Unknown","White","Male",40,"<=50K"
27,"Private",9,"Single","ManualLabour","White","Male",70,"<=50K"
80,"SelfEmployed",9,"Single","OfficeLabour","White","Male",20,"<=50K"
31,"Private",12,"Divorced","Service","White","Female",32,"<=50K"
40,"Private",9,"Married","ManualLabour","Black","Male",40,">50K"
53,"Government",13,"Married","Professional","White","Male",40,"<=50K"
58,"Private",9,"Married","ManualLabour","White","Male",44,"<=50K"
38,"Private",10,"Married","OfficeLabour","White","Male",40,">50K"
33,"Private",15,"Married","Professional","White","Male",40,">50K"
48,"Government",13,"Married","OfficeLabour","White","Male",60,">50K"
23,"Private",10,"Married","OfficeLabour","Black","Female",40,"<=50K"
31,"SelfEmployed",9,"Single","ManualLabour","White","Male",50,"<=50K"
52,"SelfEmployed",14,"Married","Sales","White","Male",70,"<=50K"
24,"Private",9,"Single","Service","White","Male",40,"<=50K"
45,"SelfEmployed",5,"Married","ManualLabour","White","Male",40,"<=50K"
36,"Private",9,"Married","OfficeLabour","White","Female",40,">50K"
52,"Private",3,"Widowed","Service","White","Female",40,"<=50K"
54,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
39,"Private",15,"Married","Professional","White","Male",55,">50K"
40,"Private",13,"Married","Sales","White","Male",50,">50K"
28,"Private",9,"Single","Service","Asian-Pac-Islander","Male",50,"<=50K"
23,"Private",10,"Single","OfficeLabour","White","Female",40,"<=50K"
36,"SelfEmployed",4,"Single","ManualLabour","Black","Male",40,"<=50K"
22,"Private",10,"Single","OfficeLabour","White","Female",15,"<=50K"
55,"Government",14,"Married","OfficeLabour","White","Male",50,"<=50K"
71,"Private",9,"Single","ManualLabour","White","Male",17,"<=50K"
47,"Private",16,"Married","Professional","White","Male",60,">50K"
17,"SelfEmployed",6,"Single","Sales","White","Male",12,"<=50K"
31,"Private",13,"Married","OfficeLabour","White","Female",50,">50K"
46,"Private",10,"Married","ManualLabour","White","Male",40,">50K"
27,"Private",13,"Single","OfficeLabour","White","Female",40,"<=50K"
39,"Government",10,"Married","OfficeLabour","White","Male",50,">50K"
40,"Private",9,"Divorced","ManualLabour","White","Female",48,"<=50K"
30,"Private",9,"Single","Sales","White","Female",30,"<=50K"
17,"Private",5,"Single","Service","White","Male",20,"<=50K"
33,"Private",14,"Single","Professional","White","Male",40,"<=50K"
72,"Private",16,"Single","Professional","White","Male",30,"<=50K"
34,"Government",10,"Married","OfficeLabour","White","Female",40,">50K"
65,"Private",9,"Single","ManualLabour","Asian-Pac-Islander","Male",40,"<=50K"
36,"Private",13,"Married","Professional","White","Male",50,">50K"
32,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
26,"Private",10,"Single","OfficeLabour","White","Male",40,"<=50K"
22,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
47,"Private",15,"Married","Professional","White","Male",48,">50K"
31,"Private",10,"Single","Service","White","Male",40,"<=50K"
28,"SelfEmployed",13,"Single","Sales","White","Male",50,"<=50K"
38,"Private",14,"Single","OfficeLabour","White","Female",50,">50K"
34,"Private",12,"Married","OfficeLabour","White","Male",28,"<=50K"
44,"Private",13,"Married","Professional","White","Male",35,">50K"
27,"Private",10,"Single","ManualLabour","Asian-Pac-Islander","Male",40,"<=50K"
50,"Government",13,"Married","Service","White","Male",44,">50K"
47,"Private",9,"Married","Service","Black","Female",30,"<=50K"
20,"Private",10,"Single","Service","White","Male",40,"<=50K"
24,"Private",9,"Single","Sales","White","Male",38,"<=50K"
29,"Government",10,"Married","Service","White","Male",40,">50K"
37,"Government",11,"Single","Service","Black","Female",32,"<=50K"
42,"Private",12,"Divorced","OfficeLabour","White","Male",40,"<=50K"
68,"Private",10,"Single","OfficeLabour","White","Female",40,"<=50K"
22,"Government",10,"Single","OfficeLabour","Asian-Pac-Islander","Female",40,"<=50K"
72,"SelfEmployed",9,"Married","Sales","White","Male",30,"<=50K"
45,"Government",10,"Married","OfficeLabour","Black","Male",20,"<=50K"
30,"Government",9,"Married","Service","Black","Male",40,"<=50K"
33,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
43,"Private",9,"Married","Service","White","Male",40,">50K"
56,"Private",10,"Widowed","OfficeLabour","White","Male",60,"<=50K"
25,"SelfEmployed",11,"Married","ManualLabour","White","Male",40,"<=50K"
41,"Private",9,"Divorced","Service","White","Female",40,"<=50K"
25,"Private",13,"Single","Service","White","Female",37,"<=50K"
31,"Government",12,"Married","Service","White","Male",40,">50K"
36,"Private",9,"Married","ManualLabour","White","Male",38,"<=50K"
37,"Private",13,"Married","OfficeLabour","White","Male",40,">50K"
58,"SelfEmployed",9,"Married","ManualLabour","White","Male",20,"<=50K"
26,"Private",13,"Single","OfficeLabour","Black","Female",40,"<=50K"
55,"Private",10,"Married","Service","White","Male",50,">50K"
46,"Government",10,"Married","OfficeLabour","White","Male",48,">50K"
44,"Private",13,"Single","OfficeLabour","White","Female",20,"<=50K"
44,"Private",7,"Married","Service","Black","Male",60,"<=50K"
28,"Government",13,"Single","OfficeLabour","White","Male",55,"<=50K"
42,"Private",6,"Married","ManualLabour","White","Male",50,"<=50K"
41,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
39,"Private",13,"Married","OfficeLabour","White","Male",45,"<=50K"
64,"SelfEmployed",11,"Married","ManualLabour","White","Male",30,"<=50K"
20,"Private",10,"Single","ManualLabour","White","Male",25,"<=50K"
45,"Government",10,"Married","Service","White","Male",40,">50K"
31,"Private",9,"Married","OfficeLabour","White","Male",50,"<=50K"
36,"Government",14,"Married","OfficeLabour","White","Male",40,">50K"
32,"Private",5,"Separated","Service","Other","Female",40,"<=50K"
33,"SelfEmployed",11,"Married","ManualLabour","White","Male",65,"<=50K"
51,"SelfEmployed",9,"Divorced","OfficeLabour","White","Female",35,">50K"
36,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
40,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
44,"Private",11,"Married","OfficeLabour","White","Male",51,">50K"
40,"Private",9,"Divorced","OfficeLabour","White","Female",45,"<=50K"
46,"Private",11,"Divorced","OfficeLabour","White","Female",40,"<=50K"
31,"SelfEmployed",15,"Married","Professional","White","Male",60,">50K"
30,"Private",9,"Single","Sales","White","Female",40,"<=50K"
26,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
25,"Private",13,"Single","Service","White","Male",40,"<=50K"
35,"SelfEmployed",12,"Married","ManualLabour","White","Male",40,"<=50K"
29,"Private",15,"Single","Professional","White","Male",50,"<=50K"
39,"Private",12,"Separated","ManualLabour","White","Male",40,"<=50K"
44,"SelfEmployed",10,"Divorced","Service","White","Male",40,"<=50K"
37,"Private",9,"Married","ManualLabour","White","Male",60,">50K"
79,"SelfEmployed",11,"Married","Sales","White","Male",20,">50K"
36,"Private",13,"Married","OfficeLabour","Black","Male",45,">50K"
44,"Private",10,"Married","ManualLabour","White","Male",60,">50K"
23,"Private",9,"Married","ManualLabour","White","Male",30,"<=50K"
27,"Private",13,"Single","OfficeLabour","White","Female",45,"<=50K"
46,"SelfEmployed",13,"Married","Sales","White","Male",40,">50K"
58,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
36,"Private",12,"Divorced","OfficeLabour","White","Male",48,"<=50K"
36,"Private",9,"Married","ManualLabour","White","Male",60,">50K"
21,"Private",10,"Single","OfficeLabour","White","Male",45,"<=50K"
41,"Government",9,"Single","ManualLabour","White","Female",40,">50K"
49,"Government",9,"Married","ManualLabour","White","Male",40,"<=50K"
34,"Private",13,"Married","Sales","White","Female",40,">50K"
29,"Private",9,"Married","Service","White","Male",35,"<=50K"
63,"Private",13,"Married","OfficeLabour","White","Male",50,">50K"
29,"Government",13,"Single","Professional","White","Female",40,"<=50K"
65,"Private",10,"Married","ManualLabour","White","Male",40,"<=50K"
26,"Private",13,"Single","Service","White","Female",25,"<=50K"
42,"Private",16,"Married","Professional","Asian-Pac-Islander","Male",40,">50K"
44,"Private",10,"Divorced","OfficeLabour","Asian-Pac-Islander","Female",37,"<=50K"
41,"SelfEmployed",9,"Married","ManualLabour","White","Male",25,"<=50K"
22,"Government",12,"Single","OfficeLabour","Black","Female",35,"<=50K"
18,"Private",7,"Single","ManualLabour","White","Male",40,"<=50K"
33,"Government",6,"Married","ManualLabour","White","Male",40,"<=50K"
46,"Government",13,"Married","Professional","White","Male",38,">50K"
49,"Private",7,"Married","Service","White","Female",40,"<=50K"
41,"Government",9,"Married","OfficeLabour","White","Female",40,"<=50K"
52,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
40,"Private",10,"Separated","ManualLabour","White","Male",40,"<=50K"
53,"Government",10,"Single","Professional","White","Female",40,"<=50K"
45,"SelfEmployed",9,"Married","ManualLabour","White","Male",50,"<=50K"
30,"Government",6,"Married","ManualLabour","White","Male",40,"<=50K"
56,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
24,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
71,"SelfEmployed",4,"Married","ManualLabour","White","Male",50,"<=50K"
20,"SelfEmployed",9,"Divorced","Sales","White","Female",30,"<=50K"
26,"Private",13,"Married","Service","White","Male",50,"<=50K"
34,"Private",9,"Married","Sales","White","Male",65,"<=50K"
49,"Private",9,"Separated","Professional","White","Female",60,"<=50K"
48,"Private",16,"Married","Professional","White","Male",50,">50K"
22,"Private",9,"Single","Service","White","Female",40,"<=50K"
30,"Private",10,"Divorced","ManualLabour","White","Male",40,"<=50K"
51,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
46,"Private",10,"Married","Sales","White","Female",40,"<=50K"
32,"SelfEmployed",9,"Married","OfficeLabour","White","Male",45,"<=50K"
42,"Private",15,"Married","Sales","Amer-Indian-Eskimo","Female",40,">50K"
52,"Government",10,"Married","Service","White","Male",50,"<=50K"
57,"Private",9,"Divorced","OfficeLabour","Black","Female",40,"<=50K"
35,"Private",10,"Divorced","OfficeLabour","White","Female",39,"<=50K"
52,"Private",14,"Married","Professional","White","Male",50,">50K"
36,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
33,"Private",10,"Married","OfficeLabour","White","Male",40,">50K"
67,"Government",9,"Divorced","Service","Black","Male",20,"<=50K"
31,"SelfEmployed",10,"Married","Sales","White","Male",48,"<=50K"
31,"Private",9,"Married","Professional","White","Male",50,"<=50K"
28,"Private",10,"Single","ManualLabour","White","Male",42,"<=50K"
36,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
58,"SelfEmployed",9,"Married","Sales","White","Male",35,">50K"
56,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
35,"Private",10,"Single","Sales","White","Male",40,"<=50K"
37,"Private",11,"Married","ManualLabour","White","Male",40,">50K"
44,"Private",13,"Married","OfficeLabour","White","Female",40,"<=50K"
26,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
51,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
31,"Private",10,"Married","ManualLabour","White","Male",50,">50K"
30,"Private",10,"Single","Sales","White","Female",40,"<=50K"
20,"Private",10,"Single","OfficeLabour","White","Female",40,"<=50K"
21,"Private",10,"Single","OfficeLabour","Asian-Pac-Islander","Female",40,"<=50K"
37,"Private",13,"Married","Professional","White","Male",50,">50K"
53,"Government",11,"Married","Professional","White","Male",40,">50K"
54,"Private",9,"Married","OfficeLabour","White","Male",45,"<=50K"
30,"Private",13,"Married","Sales","White","Male",50,">50K"
43,"Government",9,"Married","OfficeLabour","White","Female",40,"<=50K"
48,"Private",11,"Divorced","Service","White","Female",40,"<=50K"
42,"SelfEmployed",13,"Married","Sales","White","Male",48,"<=50K"
62,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
31,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
22,"Private",9,"Single","Sales","White","Male",60,"<=50K"
45,"Private",13,"Married","OfficeLabour","White","Male",32,"<=50K"
34,"Private",10,"Separated","Sales","White","Male",45,"<=50K"
64,"Private",9,"Married","OfficeLabour","White","Male",20,"<=50K"
42,"SelfEmployed",13,"Married","ManualLabour","White","Male",65,"<=50K"
60,"SelfEmployed",9,"Married","Sales","White","Male",70,"<=50K"
44,"Private",9,"Single","ManualLabour","White","Male",58,"<=50K"
53,"SelfEmployed",15,"Married","Professional","White","Male",38,">50K"
37,"Private",11,"Married","ManualLabour","White","Male",50,">50K"
23,"Private",9,"Single","Service","White","Female",35,"<=50K"
28,"Private",13,"Married","Professional","Asian-Pac-Islander","Male",40,"<=50K"
55,"Private",4,"Married","ManualLabour","White","Male",41,"<=50K"
58,"Private",14,"Single","OfficeLabour","White","Female",24,">50K"
74,"SelfEmployed",10,"Married","OfficeLabour","White","Male",25,">50K"
27,"Private",9,"Single","OfficeLabour","White","Male",40,"<=50K"
37,"Private",9,"Divorced","OfficeLabour","Black","Female",40,"<=50K"
44,"SelfEmployed",6,"Married","Service","White","Male",70,"<=50K"
23,"Private",12,"Single","OfficeLabour","White","Male",40,"<=50K"
41,"Private",13,"Married","OfficeLabour","White","Male",40,"<=50K"
45,"Private",10,"Married","Service","Asian-Pac-Islander","Male",55,">50K"
29,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
33,"Private",13,"Single","Sales","White","Male",45,">50K"
61,"Government",14,"Married","OfficeLabour","White","Male",60,">50K"
29,"Private",12,"Married","Sales","Other","Female",45,">50K"
22,"Private",10,"Single","Sales","White","Male",38,"<=50K"
28,"Private",5,"Single","ManualLabour","White","Male",40,"<=50K"
30,"Private",13,"Married","Professional","White","Female",40,"<=50K"
20,"Private",10,"Single","ManualLabour","White","Male",20,"<=50K"
45,"Private",9,"Married","ManualLabour","White","Male",50,">50K"
42,"Private",12,"Divorced","OfficeLabour","White","Female",40,"<=50K"
34,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
31,"Private",13,"Married","Professional","White","Male",60,">50K"
23,"Private",13,"Single","OfficeLabour","White","Female",40,"<=50K"
50,"Private",9,"Married","ManualLabour","White","Male",50,"<=50K"
40,"Private",6,"Married","OfficeLabour","White","Male",40,">50K"
57,"Private",9,"Divorced","OfficeLabour","White","Female",45,"<=50K"
35,"Private",10,"Married","OfficeLabour","White","Female",27,"<=50K"
24,"Private",13,"Single","OfficeLabour","White","Male",45,"<=50K"
27,"Private",10,"Single","OfficeLabour","White","Female",15,"<=50K"
27,"Government",10,"Single","Service","White","Female",40,">50K"
45,"SelfEmployed",9,"Married","Sales","White","Male",40,"<=50K"
80,"Private",16,"Married","Professional","White","Male",30,"<=50K"
23,"Government",10,"Single","Service","White","Male",50,"<=50K"
46,"Private",10,"Married","OfficeLabour","White","Male",40,">50K"
38,"Private",13,"Married","Sales","White","Male",40,">50K"
50,"Private",9,"Divorced","Sales","White","Male",60,"<=50K"
55,"Private",10,"Married","Sales","White","Male",50,"<=50K"
72,"Private",9,"Married","OfficeLabour","White","Female",50,"<=50K"
65,"Private",10,"Widowed","OfficeLabour","White","Female",40,"<=50K"
37,"Private",6,"Divorced","ManualLabour","White","Male",40,"<=50K"
39,"Government",9,"Married","OfficeLabour","White","Female",40,"<=50K"
38,"Private",11,"Married","ManualLabour","White","Male",40,"<=50K"
46,"Private",10,"Married","OfficeLabour","White","Male",50,">50K"
50,"Private",9,"Married","Sales","White","Male",65,">50K"
54,"Private",12,"Married","OfficeLabour","White","Male",40,">50K"
40,"Private",14,"Single","Sales","White","Male",50,">50K"
30,"Private",4,"Married","ManualLabour","White","Male",40,"<=50K"
50,"Private",9,"Married","ManualLabour","White","Male",35,"<=50K"
28,"Private",10,"Single","ManualLabour","White","Male",30,"<=50K"
34,"Private",11,"Married","ManualLabour","White","Male",53,"<=50K"
55,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
20,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
21,"Private",10,"Single","OfficeLabour","White","Male",35,"<=50K"
39,"Private",10,"Divorced","Service","White","Female",20,"<=50K"
43,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
33,"Government",9,"Single","Service","Amer-Indian-Eskimo","Male",40,"<=50K"
26,"Private",10,"Single","OfficeLabour","White","Female",40,"<=50K"
45,"Government",16,"Married","Professional","White","Male",40,">50K"
31,"Government",10,"Single","Service","White","Female",65,"<=50K"
32,"Private",3,"Married","ManualLabour","White","Male",60,"<=50K"
60,"SelfEmployed",9,"Married","Sales","White","Male",50,"<=50K"
41,"Private",9,"Married","ManualLabour","White","Male",40,">50K"
21,"Private",10,"Single","Service","Black","Male",20,"<=50K"
27,"Private",10,"Divorced","OfficeLabour","Black","Female",36,"<=50K"
33,"Private",3,"Divorced","ManualLabour","White","Male",40,"<=50K"
43,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
27,"Private",7,"Married","ManualLabour","White","Male",40,">50K"
18,"SelfEmployed",6,"Single","ManualLabour","White","Male",40,"<=50K"
48,"SelfEmployed",10,"Married","OfficeLabour","White","Male",40,">50K"
37,"Private",4,"Divorced","OfficeLabour","White","Male",50,"<=50K"
58,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
57,"Private",8,"Married","ManualLabour","Black","Male",40,">50K"
42,"Government",13,"Single","OfficeLabour","White","Female",40,">50K"
24,"Private",9,"Single","OfficeLabour","White","Male",40,"<=50K"
26,"Private",13,"Single","Service","White","Male",15,"<=50K"
43,"SelfEmployed",9,"Divorced","ManualLabour","White","Male",50,"<=50K"
34,"Private",7,"Married","ManualLabour","White","Male",40,"<=50K"
38,"Private",13,"Married","OfficeLabour","White","Female",40,"<=50K"
51,"SelfEmployed",7,"Married","ManualLabour","White","Male",45,">50K"
49,"SelfEmployed",16,"Married","Professional","White","Female",35,">50K"
26,"Private",13,"Single","OfficeLabour","White","Female",40,"<=50K"
28,"Private",9,"Divorced","ManualLabour","Black","Female",20,"<=50K"
22,"Government",10,"Married","Sales","White","Male",37,"<=50K"
26,"Private",9,"Divorced","ManualLabour","White","Male",40,"<=50K"
45,"Private",5,"Married","Service","White","Male",40,">50K"
39,"Private",10,"Divorced","OfficeLabour","White","Female",40,"<=50K"
23,"Private",9,"Married","Sales","White","Male",40,"<=50K"
42,"Government",13,"Married","Professional","White","Male",60,">50K"
39,"Government",9,"Married","ManualLabour","White","Male",40,"<=50K"
43,"Government",11,"Divorced","ManualLabour","White","Male",40,"<=50K"
33,"SelfEmployed",10,"Single","ManualLabour","White","Male",70,"<=50K"
68,"Government",13,"Married","OfficeLabour","White","Male",20,"<=50K"
32,"Private",13,"Single","OfficeLabour","Asian-Pac-Islander","Male",40,"<=50K"
25,"Private",10,"Single","OfficeLabour","Other","Male",40,"<=50K"
53,"Private",3,"Married","Service","White","Female",24,"<=50K"
38,"Private",11,"Married","OfficeLabour","White","Male",55,">50K"
20,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
26,"Private",9,"Married","ManualLabour","White","Male",40,"<=50K"
23,"Private",9,"Single","ManualLabour","White","Male",40,"<=50K"
43,"Government",9,"Divorced","Service","White","Female",40,"<=50K"
29,"Government",10,"Single","Service","White","Male",36,"<=50K"
34,"Private",6,"Separated","Service","White","Female",36,"<=50K"
24,"Private",10,"Single","Sales","White","Male",35,"<=50K"
